Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,RSI_14
2023-03-14,40.869998931884766,43.470001220703125,40.869998931884766,43.470001220703125,72279605,33.43700017929077,42.92120021820068,36.66100111461069,57.416123225641016
2023-03-15,40.36000061035156,42.90999984741211,38.83000183105469,38.83000183105469,226822960,33.97300024032593,42.53580020904542,37.01328678087173,56.09200144023094
2023-03-16,39.7400016784668,41.189998626708984,39.040000915527344,40.099998474121094,85018160,34.552000331878666,42.151600227355964,37.272973913976024,54.44807098397703
2023-03-17,39.9900016784668,41.060001373291016,39.650001525878906,40.77000045776367,56956770,35.07350044250488,41.80500026702881,37.53173846297514,55.02051202524773
2023-03-20,38.040000915527344,39.36000061035156,37.9900016784668,38.599998474121094,60596135,35.42400045394898,41.410800285339356,37.580144410837256,49.76705276965712
2023-03-21,39.939998626708984,39.939998626708984,37.310001373291016,38.380001068115234,60706580,35.7920002937317,41.07600025177002,37.80489243139647,54.34156451102021
2023-03-22,40.810001373291016,41.540000915527344,40.22999954223633,40.630001068115234,50315015,36.12250032424927,40.74140026092529,38.09109328300547,56.30380372249782
2023-03-23,40.279998779296875,42.279998779296875,40.060001373291016,40.34000015258789,73440980,36.51200017929077,40.430200233459466,38.29956047312846,54.75984671638236
2023-03-24,38.52000045776367,40.79999923706055,38.43000030517578,40.5099983215332,68870850,36.894500160217284,40.09580020904541,38.32055475737943,49.86937927964538
2023-03-27,36.599998474121094,39.119998931884766,36.599998474121094,39.119998931884766,40288550,37.25800008773803,39.73320018768311,38.156692254211976,45.133888389832435
2023-03-28,34.77000045776367,36.599998474121094,34.77000045776367,35.790000915527344,26925920,37.60300006866455,39.313800163269036,37.83415017835976,41.12544900727031
2023-03-29,36.5,36.5,33.279998779296875,33.400001525878906,82318995,37.96500005722046,38.95200016021728,37.70708825661121,46.00733245847001
2023-03-31,38.31999969482422,38.31999969482422,37.72999954223633,38.09000015258789,38678945,38.34500007629395,38.590600166320804,37.76546077453625,50.64403716068774
2023-04-03,38.11000061035156,39.189998626708984,37.20000076293945,39.0,44133590,38.63800010681153,38.238000144958505,37.79827409223295,50.109320231515845
2023-04-05,38.02000045776367,38.79999923706055,37.279998779296875,37.79999923706055,31248130,38.846000099182135,37.88820018768311,37.81939088895016,49.86631622734615
2023-04-06,38.439998626708984,39.38999938964844,37.41999816894531,38.2599983215332,58703985,38.99050006866455,37.55680019378663,37.87849638778433,51.059083866926734
2023-04-10,38.79999923706055,39.540000915527344,38.599998474121094,38.68000030517578,30262840,39.06450004577637,37.24000019073487,37.966258563905875,52.110813744529715
2023-04-11,38.79999923706055,39.65999984741211,38.619998931884766,38.86000061035156,28657675,39.0454999923706,36.91740016937256,38.045662437539654,52.110813744529715
2023-04-12,38.4900016784668,39.380001068115234,38.31999969482422,38.97999954223633,30910730,38.92100009918213,36.643200187683114,38.0879804604851,51.01594401830267
2023-04-13,37.83000183105469,38.7599983215332,37.619998931884766,38.4900016784668,16759750,38.66150016784668,36.40800022125245,38.06341106720601,48.671295521255
2023-04-17,37.88999938964844,38.400001525878906,37.54999923706055,37.86000061035156,15464840,38.51250019073487,36.22360019683838,38.046895669343385,48.90120501324641
2023-04-18,37.66999816894531,38.29999923706055,37.439998626708984,38.06999969482422,11741870,38.378000068664555,36.08180019378662,38.011000669305474,48.05128549098296
2023-04-19,37.459999084472656,37.88999938964844,37.040000915527344,37.7599983215332,15598140,38.263999938964844,35.98040019989013,37.958524327892825,47.20785460219551
2023-04-20,39.15999984741211,39.33000183105469,37.400001525878906,37.70000076293945,55278115,38.2224998474121,35.95540019989013,38.072950567847045,54.21420214498284
2023-04-21,39.849998474121094,40.099998474121094,38.720001220703125,40.0,56199240,38.31299972534179,35.98460018157959,38.24219322558743,56.72462564500404
2023-04-24,40.279998779296875,40.68000030517578,38.880001068115234,39.79999923706055,31373805,38.32999973297119,36.06080013275146,38.436269944988325,58.260544272901235
2023-04-25,41.130001068115234,42.08000183105469,40.0,40.20000076293945,59383675,38.3459997177124,36.19040012359619,38.69281576623851,61.19263587760454
2023-04-26,42.27000045776367,42.79999923706055,40.65999984741211,41.25,43609910,38.44549980163574,36.308200111389155,39.03350002257424,64.76737954298203
2023-04-27,42.83000183105469,43.20000076293945,42.099998474121094,42.2599983215332,34408505,38.660999870300294,36.47360012054443,39.3950716233819,66.40450140171028
2023-04-28,44.970001220703125,44.970001220703125,43.0,43.130001068115234,37288620,39.0795000076294,36.71620014190675,39.92601729931726,71.79752713598907
2023-05-02,47.189998626708984,47.209999084472656,45.529998779296875,46.0,76583835,39.700499916076666,37.03600009918213,40.61782504478314,76.08620481826121
2023-05-03,46.33000183105469,48.97999954223633,44.83000183105469,47.09000015258789,96878145,40.192000007629396,37.369800148010256,41.16184188157091,71.54722687131036
2023-05-04,47.630001068115234,47.959999084472656,46.130001068115234,46.20000076293945,37812700,40.65750007629394,37.75920017242432,41.77785704219417,74.06580734041196
2023-05-05,47.970001220703125,48.68000030517578,47.29999923706055,48.18000030517578,29398855,41.15050010681152,38.127400207519536,42.36758505919502,74.69666260904835
2023-05-08,47.7400016784668,49.560001373291016,47.06999969482422,48.79999923706055,34029940,41.63650016784668,38.461600227355966,42.87924378483996,73.39600800060045
2023-05-09,48.060001373291016,48.7599983215332,47.61000061035156,48.0,22550365,42.11750030517579,38.77120021820068,43.37264926945434,74.0724484479505
2023-05-10,47.63999938964844,48.060001373291016,46.619998931884766,48.0,19160185,42.559500312805184,39.040000190734865,43.77906356661568,71.5026940066735
2023-05-11,48.529998779296875,48.959999084472656,47.70000076293945,47.79999923706055,27753915,43.046000289917,39.36080013275147,44.23153358687103,73.59329962542749
2023-05-12,48.16999816894531,48.869998931884766,47.70000076293945,48.599998474121094,15532020,43.53000011444093,39.706800079345705,44.60662545183048,71.31430564917791
2023-05-15,47.16999816894531,48.310001373291016,46.29999923706055,48.0,18671995,43.99699993133545,40.06360004425049,44.850756186793795,65.26804388922089
2023-05-16,47.2400016784668,47.97999954223633,47.0,47.0,14794640,44.46450004577637,40.45100006103516,45.07830337647694,65.48862940443487
2023-05-17,46.869998931884766,47.5099983215332,46.400001525878906,47.20000076293945,13646140,44.92450008392334,40.803200035095216,45.24894104842054,63.2037645774863
2023-05-18,45.0099983215332,47.290000915527344,44.79999923706055,47.11000061035156,22654640,45.30200004577637,41.08900001525879,45.22618459824079,53.16241407247591
